0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,AcceptedCmpOverall
0.6686189778936465,0.0,0.0,0.6464646464646465,0.5016744809109176,0.20100502512562815,0.17043478260869566,0.4671814671814672,0.6106870229007634,0.45794392523364486,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.38461538461538464,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37499999999999994,0.8140200286123034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.546843586650583,0.547245530828165,0
0.20080532838112924,0.0,0.0,0.9494949494949496,0.0053583389149363695,0.04522613065326633,0.005217391304347826,0.007722007722007722,0.019083969465648856,0.06853582554517133,0.06666666666666667,0.037037037037037035,0.03571428571428571,0.23076923076923078,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6607142857142856,0.44778254649499294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011660635303578607,0.10726012404232031,0
0.6152726688332559,0.0,0.0,0.6666666666666667,0.8158070997990623,0.5376884422110553,0.17623188405797102,0.0888030888030888,0.5458015267175572,0.102803738317757,0.06666666666666667,0.18518518518518517,0.2857142857142857,0.3076923076923077,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21428571428571425,0.8898426323319026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7201447527141134,0.7460780736957315,0
0.4671976000857112,0.0,0.5,0.5656565656565657,0.13261888814467515,0.09045226130653267,0.14608695652173911,0.12355212355212356,0.41221374045801523,0.16822429906542055,0.13333333333333333,0.14814814814814814,0.21428571428571427,0.6153846153846154,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.5579399141630903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2428628870124648,0.305363006202116,0
0.3753973072390272,0.5,0.0,0.7777777777777778,0.0053583389149363695,0.0,0.005217391304347826,0.007722007722007722,0.003816793893129771,0.009345794392523364,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23214285714285715,0.0815450643776825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0064334539605950935,0.10944910616563298,0
0.4280114995893004,0.5,0.0,0.9797979797979799,0.11118553248492967,0.02512562814070352,0.06202898550724638,0.04247104247104247,0.030534351145038167,0.09034267912772585,0.13333333333333333,0.18518518518518517,0.03571428571428571,0.46153846153846156,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39285714285714285,0.051502145922746934,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11781262565339767,0.20102152499087922,0
0.46826899039320025,0.0,0.5,0.797979797979798,0.09042196918955124,0.04522613065326633,0.022608695652173914,0.015444015444015444,0.0,0.021806853582554516,0.06666666666666667,0.07407407407407407,0.07142857142857142,0.38461538461538464,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5178571428571428,0.22746781115879822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0735826296743064,0.16891645384896023,0
0.5603996285846934,0.0,0.5,0.17171717171717174,0.7836570663094441,0.24120603015075376,0.1855072463768116,0.16216216216216217,0.12213740458015267,0.5981308411214953,0.3333333333333333,0.4074074074074074,0.14285714285714285,0.6923076923076923,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.9399141630901289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.646562123039807,0.6213060926669098,1
0.2966947609013964,0.5,0.0,0.7777777777777778,0.030140656396517078,0.010050251256281407,0.015072463768115942,0.015444015444015444,0.003816793893129771,0.003115264797507788,0.2,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41071428571428564,0.014306151645207432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02975472456775231,0.13133892739875958,0
0.2923020606406914,0.5,0.5,0.5858585858585859,0.012726054922973878,0.03015075376884422,0.011594202898550725,0.0,0.019083969465648856,0.037383177570093455,0.2,0.037037037037037035,0.03571428571428571,0.3076923076923077,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857142857142857,0.0801144492131618,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.018496180136710897,0.11711054359722728,0
0.47524195564444127,0.0,0.5,0.5555555555555556,0.768921634293369,0.0,0.034782608695652174,0.0,0.0,0.07476635514018691,0.2,0.3333333333333333,0.17857142857142855,0.3076923076923077,0.35000000000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,0.7525035765379116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48411741053478086,0.5352061291499453,1
0.4697867933288097,0.5,0.5,0.5151515151515152,0.04688546550569323,0.0,0.00927536231884058,0.0,0.0,0.012461059190031152,0.13333333333333333,0.07407407407407407,0.0,0.3076923076923077,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7678571428571428,0.030042918454935563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03297145154804986,0.1331630791681868,0
0.25657119388593264,0.5,0.0,0.08080808080808081,0.0006697923643670462,0.01507537688442211,0.00463768115942029,0.007722007722007722,0.019083969465648856,0.01557632398753894,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14592274678111616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006031363088057901,0.10835461510397665,0
0.4684475554444484,0.5,0.5,0.13131313131313133,0.12391158740790355,0.0,0.016231884057971015,0.011583011583011584,0.007633587786259542,0.0529595015576324,0.4,0.1111111111111111,0.03571428571428571,0.46153846153846156,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5357142857142856,0.27753934191702445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08604744672295939,0.17657789128055454,0
0.47783114888753975,0.0,0.5,0.8181818181818182,0.06496985934360348,0.005025125628140704,0.011014492753623189,0.007722007722007722,0.0,0.03426791277258567,0.06666666666666667,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.10443490701001457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04624045034177724,0.1426486683692083,0
0.47701867790436053,0.5,0.5,0.7272727272727273,0.19624916275954454,0.0,0.050434782608695654,0.015444015444015444,0.04198473282442748,0.07165109034267912,0.26666666666666666,0.25925925925925924,0.07142857142857142,0.38461538461538464,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46428571428571425,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1572175311620426,0.23896388179496533,0
0.08257740794971609,0.0,0.0,0.3434343434343435,0.0053583389149363695,0.020100502512562814,0.005797101449275362,0.007722007722007722,0.007633587786259542,0.012461059190031152,0.13333333333333333,0.1111111111111111,0.0,0.23076923076923078,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12499999999999994,0.05436337625178833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008845999195818254,0.1112732579350602,0
0.5929966786900467,0.0,0.0,0.8686868686868687,0.260549229738781,0.3316582914572864,0.23652173913043478,0.14285714285714285,0.21755725190839695,0.26479750778816197,0.06666666666666667,0.14814814814814814,0.14285714285714285,0.46153846153846156,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6964285714285714,0.4320457796852648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3831926015279453,0.42137905873768694,0
0.4301810649619656,0.0,0.5,0.05050505050505051,0.348292029470864,0.04020100502512563,0.12927536231884057,0.12355212355212356,0.18702290076335878,0.1308411214953271,0.26666666666666666,0.37037037037037035,0.17857142857142855,0.5384615384615385,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8392857142857142,0.9442060085836914,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33293124246079614,0.3914629697190806,1
0.19122531338166493,0.0,0.0,0.8383838383838385,0.0026791694574681848,0.03015075376884422,0.00463768115942029,0.02316602316602317,0.011450381679389313,0.03115264797507788,0.06666666666666667,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19642857142857145,0.18741058655221776,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009248090068355449,0.10944910616563298,0
0.3458269347523303,0.0,0.5,0.787878787878788,0.28399196249162756,0.08542713567839195,0.06840579710144927,0.02702702702702703,0.08778625954198473,0.1277258566978193,0.4,0.2962962962962963,0.07142857142857142,0.6153846153846154,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7678571428571428,0.7639484978540776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23522316043425812,0.30317402407880334,0
0.6015767294025213,0.0,0.0,0.10101010101010102,0.551239115874079,0.12562814070351758,0.26608695652173914,0.47876447876447875,0.11068702290076335,0.29595015576323985,0.06666666666666667,0.2222222222222222,0.21428571428571427,0.5384615384615385,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24999999999999994,0.8540772532188843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5854443104141536,0.6012404232032105,1
0.6257722938466482,0.0,0.5,0.7070707070707072,0.8198258539852645,0.1407035175879397,0.08115942028985507,0.0,0.05343511450381679,0.5233644859813084,0.2,0.1111111111111111,0.10714285714285714,0.38461538461538464,0.30000000000000004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44642857142857145,0.4363376251788269,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5637314032971451,0.5549069682597592,2
0.4894557337237955,0.5,0.5,0.48484848484848486,0.044876088412592094,0.020100502512562814,0.01855072463768116,0.06563706563706564,0.007633587786259542,0.04984423676012461,0.2,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8214285714285714,0.0758226037195997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04744672295938882,0.14191900766143742,0
0.14965536945109104,0.5,0.0,0.7575757575757577,0.0013395847287340924,0.010050251256281407,0.0011594202898550724,0.007722007722007722,0.003816793893129771,0.003115264797507788,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24999999999999994,0.034334763948498104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0020104543626859673,0.10616563298066399,0
0.4051730295346595,0.0,0.5,0.3535353535353536,0.3985264567983925,0.35678391959798994,0.08869565217391304,0.46332046332046334,0.42748091603053434,0.1277258566978193,0.4,0.1111111111111111,0.07142857142857142,0.7692307692307693,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44642857142857145,0.9427753934191703,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4209891435464415,0.47172564757387814,0
0.331613156672976,0.5,0.0,0.9393939393939394,0.015405224380442062,0.01507537688442211,0.01217391304347826,0.011583011583011584,0.07251908396946564,0.06853582554517133,0.13333333333333333,0.1111111111111111,0.0,0.23076923076923078,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5650929899856938,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02613590671491757,0.12039401678219627,0
